a,k,k h,Omega_cdm,Omega_b,Omega_m,A_s,h,k_horizon,sigma8,delta_cdm,delta_b,delta_m,delta_prime_cdm,delta_prime_b,delta_prime_m
0.03024701,0.1792382,0.2757510769230769,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-877.35829999999998563,-781.18880000000001473,-861.7540453619691582,-28317.295281903527211,-28099.74359840744728,-28281.995817247837664
0.03026139,0.08979081,0.13813970769230768,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-582.7820000000000391,-532.0322999999999638,-574.54746366983636663,-18860.529483000078471,-18763.140964172853273,-18844.727433009168239
0.03031839,0.06873681,0.10574893846153845,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-457.84559999999999036,-390.443300000000022,-446.90904888567638453,-14658.302699663419844,-14482.883683914375069,-14629.839590360564832
0.03036563,0.1734242,0.26680646153846155,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-868.1068000000000211,-777.7356999999999516,-853.44338117886702666,-27932.26481237020198,-27737.198861015665898,-27900.613833877579959
0.03039257,0.1678036,0.2581593846153846,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-852.31359999999995125,-763.6173000000000002,-837.92193059700655294,-27399.568310271435621,-27210.900405135434994,-27368.95546489149618
0.0304015,0.005316224,0.008178806153846153,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-20.823959999999999582,-20.640899999999998471,-20.794257081153191921,-648.3213605553931984,-647.64217214710561166,-648.211156916296342
0.03040521,0.05357266,0.08241947692307693,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-392.76499999999998636,-356.02870000000001482,-386.8042475820390736,-12637.746512893412728,-12555.422706658862808,-12624.388830517441738
0.03042681,0.00669273,0.010296507692307692,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-30.487639999999998963,-30.048069999999999169,-30.416316324497481157,-963.8566079990465596,-962.2784089717640654,-963.60053284537295704
0.03061385,0.2046178,0.31479661538461534,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-949.3144999999999527,-844.431699999999978,-932.29644418864957955,-30270.7211576871523,-30040.07878548654844,-30233.297626254235478
0.03064956,0.1207578,0.18578123076923075,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-705.00469999999995707,-630.56330000000002656,-692.9259997757967796,-22469.077194713972858,-22314.179541308509215,-22443.943837188223519
0.03068582,0.2262291,0.3480447692307692,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-1001.11099999999999,-889.11609999999996035,-982.93895025698583723,-31841.918643146327668,-31591.16645038866045,-31801.232135814632638
0.03073357,0.1,0.15384615384615385,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-621.66039999999998145,-547.15790000000004056,-609.5717858222212599,-19718.392659054676187,-19538.09216634394761,-19689.137491879835688
0.0307549,0.323461,0.49763230769230765,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-1187.6649999999999636,-1055.5950000000000273,-1166.2356080405457615,-37695.150674004071334,-37403.21269056158053,-37647.78144953945554
0.03082055,0.1289694,0.19841446153846154,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-746.8182000000000471,-676.7101999999999862,-735.4426278678472622,-23712.63403933725931,-23574.76966604395784,-23690.264464925606665
0.03092731,0.07864133,0.12098666153846152,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-530.0096999999999525,-474.44089999999999918,-520.9932269484627486,-16740.254983456845366,-16628.835632696940593,-16722.176321086115976
0.0309843,0.05981015,0.09201561538461538,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-427.82220000000000937,-374.03059999999999263,-419.09409156866679924,-13447.9860533041555755,-13311.025165536919303,-13425.763076495804177
0.03102242,0.3668233,0.5643435384615385,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-1265.6359999999999673,-1126.3840000000000146,-1243.0412722863790307,-39833.015325315398513,-39529.91394198002672,-39783.834751779039717
0.03102575,0.03916053,0.06024696923076923,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-295.57990000000000919,-266.15100000000001046,-290.80483046842143474,-9307.710418347576706,-9252.5019773866806645,-9298.752416372704259
0.03103768,0.1423456,0.21899323076923075,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-784.3873999999999569,-693.47080000000005384,-769.6354695311507673,-24652.91549436160858,-24444.185516134712088,-24619.04742048326645
0.03104065,0.06416902,0.09872156923076922,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-446.47410000000002128,-382.92430000000001655,-436.16264718600045844,-13974.582176996567796,-13809.923247659600747,-13947.864975994175226
0.03104535,0.1377393,0.2119066153846154,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-775.66030000000000655,-693.36779999999998836,-762.3076973057970347,-24407.603907935303141,-24227.036994479993155,-24378.305511907872507
0.03106645,0.2887157,0.444178,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-1139.3369999999999891,-1014.10400000000004184,-1119.0169648424446898,-35807.729559569335834,-35535.88674929933768,-35763.620934350622477
0.03109288,0.2687019,0.4133875384615384,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-1102.9760000000001128,-981.7256999999999607,-1083.3021891125812102,-34635.8561498557101,-34371.775444048733334,-34593.006986884048374
0.03111787,1.061917,1.6337184615384615,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-1872.2380000000000564,-1667.4179999999998927,-1839.0043507145043679,-58750.482860566975432,-58308.22831024872721,-58678.723595748149936
0.03113015,0.8453723,1.3005727692307691,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-1739.9860000000001037,-1549.6639999999999873,-1709.1047647724143735,-54579.244493034442712,-54168.456252676507575,-54512.590883471594243
0.03113229,0.05769665,0.08876407692307692,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-421.11410000000000764,-373.1664000000000101,-413.33421011695069594,-13197.437184658021579,-13080.24332836188114,-13178.421563534298226
0.0311376,0.4039004,0.6213852307692307,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-1322.8360000000000127,-1177.9529999999999745,-1299.3275984306685547,-41483.35713938713161,-41170.092832472146256,-41432.527551897249662
0.03114305,0.6893279,1.0605044615384616,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-1623.0660000000000309,-1445.5570000000000164,-1594.2637743822915554,-50890.847597350773867,-50507.862410517846,-50828.705250994235463
0.03115185,0.5919636,0.9107132307692308,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-1536.7429999999999382,-1368.6829999999999927,-1509.473948643099249,-48170.74776768598531,-47808.17525757540716,-48111.91753801321224
0.03115215,0.4533349,0.6974383076923076,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-1387.1099999999999,-1235.3209999999999127,-1362.4810458383159795,-43479.414568516105646,-43151.66761279811908,-43426.23505782027263
0.03115984,0.5299694,0.8153375384615384,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-1474.7119999999999891,-1313.4500000000000455,-1448.5459773895244517,-46214.63211520891491,-45866.77271356145502,-46158.18920262706432
0.031168,0.4864863,0.7484404615384614,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-1427.0989999999999327,-1271.0550000000000637,-1401.7796387603461844,-44710.86306691941718,-44374.307502100782585,-44656.254290402155625
0.0311934,0.1094098,0.16832276923076922,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-659.480199999999968,-572.1390999999999849,-645.30842241182790164,-20572.99606772901825,-20363.720077226480498,-20539.039399082223614
0.03119596,0.147106,0.22631692307692305,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-798.9031999999999698,-701.73299999999994725,-783.1365739488259142,-24961.578438675140205,-24736.21998756735411,-24925.012264826692961
